Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,18.4,-49.72,5.54,81.72,19.94,-17.64,-12.31,25.47,-22.08,17.69,36.91
3-Year Average,19.99,-9.6,-14.35,-1.2,32.01,21.54,-4.67,-3.23,-5.0,4.79,
5-Year Average,30.59,5.13,-1.72,7.22,6.49,-0.97,10.69,14.58,-3.27,-3.63,
10-Year Average,10.12,3.02,2.08,9.3,17.03,13.72,7.87,6.12,1.84,1.3,
