Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,76.04,76.58,77.69,76.42,78.17,75.11,72.63,71.84,69.33,69.08,67.95
Gross Margin,23.96,23.42,22.31,23.58,21.83,24.89,27.37,28.16,30.67,30.92,32.05
SG&A,13.2,13.77,14.37,14.28,14.78,13.85,13.29,13.69,12.98,13.92,14.29
R&D,,,,,,,,,,,
Other,,,,-0.3,,,,,,,
Operating Margin,10.77,9.65,7.94,9.61,7.05,11.03,14.09,14.47,17.7,17.0,17.76
Net Int Inc & Other,-1.17,0.8,-1.31,-1.19,-0.8,-0.75,-0.23,-0.03,-0.63,-0.6,-0.83
EBT Margin,9.6,10.45,6.63,8.41,6.25,10.29,13.86,14.43,17.07,16.4,16.93
