Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-98.24,,,,232.02,,,98.25,548.41,-69.17,
3-Year Average,,,,-14.37,,,31.17,10.46,,58.25,
5-Year Average,,,,,-48.36,,,,96.12,21.92,
10-Year Average,-8.21,,,17.6,,,,,,-20.65,
