Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,5.4,13.54,9.09,13.31,1.74,-45.09,20.25,,,-2.77,
3-Year Average,12.66,11.6,9.29,11.96,7.94,-14.14,-12.42,,-21.81,-27.16,
5-Year Average,13.47,12.8,12.11,11.43,8.52,-4.75,-3.65,,-23.21,-23.9,
10-Year Average,12.64,12.99,12.87,12.88,11.67,3.96,4.25,,-7.5,-9.13,
