Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,19.9,-32.85,43.82,10.7,7.36,-64.18,-2.37,118.83,65.39,47.75
3-Year Average,,12.18,7.79,5.01,2.25,19.56,-24.78,-27.86,-8.53,52.31,
5-Year Average,,22.07,3.13,6.39,14.8,6.59,-16.29,-9.78,-1.88,6.32,
10-Year Average,,23.42,10.27,9.3,11.25,15.19,1.09,-3.54,2.17,10.48,
