Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,83.9,83.17,82.09,82.93,83.34,84.13,84.24,84.36,84.37,84.67,84.53
Gross Margin,16.1,16.83,17.91,17.07,16.66,15.87,15.76,15.64,15.63,15.33,15.47
SG&A,11.53,12.7,13.57,12.46,11.92,11.17,11.05,10.88,10.85,10.87,11.24
R&D,,,,,,,,,,,
Other,0.53,13.7,0.51,0.63,0.6,0.58,0.48,0.46,0.6,0.34,0.24
Operating Margin,4.04,-9.57,3.83,3.99,4.14,4.12,4.23,4.3,4.19,4.12,3.99
Net Int Inc & Other,-1.39,-0.91,-0.55,-0.93,-0.8,-0.82,-0.78,-0.72,-0.72,-0.87,-0.94
EBT Margin,2.65,-10.48,3.27,3.06,3.33,3.3,3.45,3.57,3.46,3.25,3.05
