Key Profitability,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Tax Rate %,0.06,0.35,5.8,,,,,,,,
Net Margin %,,,,,,,,,,,
Asset Turnover (Average),,,,,,,,,,,
Return on Assets %,-0.06,15.06,0.99,9.01,-15.34,-16.09,-46.62,10.2,-63.99,-11.85,6.36
Financial Leverage (Average),1.04,1.01,1.01,1.01,1.03,1.07,1.11,1.11,15.63,,
Return on Equity %,-0.11,15.38,1.0,9.12,-15.68,-16.91,-50.61,11.29,-177.08,,699.72
Return on Invested Capital %,-1.02,14.18,0.55,8.54,-16.09,-17.19,-50.81,11.11,-39.52,-7.54,11.45
Interest Coverage,,,,,,,,,-11.01,-1.53,2.35
