Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,59.93,59.2,58.37,59.7,57.98,55.97,56.09
Gross Margin,,,,,40.07,40.8,41.63,40.3,42.02,44.03,43.91
SG&A,,,,,22.3,22.45,23.34,24.9,24.68,25.01,24.53
R&D,,,,,,,,,,,
Other,,,,,,,6.65,,,,
Operating Margin,,,,,17.76,18.35,11.64,15.4,17.34,19.01,19.37
Net Int Inc & Other,,,,,0.16,-0.23,-0.84,-2.76,-7.22,-5.83,-2.39
EBT Margin,,,,,17.92,18.12,10.79,12.65,10.12,13.18,16.99
