Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-47.33,-39.54,,,35.43,-78.2,,,,,-200.0
3-Year Average,7.55,-21.33,,18.41,54.93,,,-2.48,,,
5-Year Average,67.8,-11.77,,5.98,3.44,-13.29,,,,,
10-Year Average,,,,12.75,21.27,20.62,,10.0,,,
