Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,42.61,-13.34,7.89,-0.05,8.6,-6.04,13.03,34.12,-11.24,13.27,
Free Cash Flow Growth % YOY,46.81,-20.13,19.03,3.43,0.86,-14.08,15.36,43.68,-6.43,2.8,
Cap Ex as a % of Sales,3.28,3.6,2.62,2.06,2.93,3.26,3.44,3.62,2.69,3.37,3.88
Free Cash Flow/Sales %,16.01,11.72,14.17,14.25,12.58,9.37,10.72,15.56,15.91,11.68,11.39
Free Cash Flow/Net Income,1.24,0.91,1.12,1.19,1.31,0.87,1.01,1.41,1.69,1.02,-0.56
