Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,1.81,1.4,0.76,1.12,2.04,1.62,1.24,1.42,2.25,3.0,3.0
Free Cash Flow/Sales %,1.07,14.88,-35.78,45.63,8.24,13.09,9.2,15.86,-11.84,17.64,17.64
Free Cash Flow/Net Income,0.13,2.48,-4.57,5.47,1.06,1.6,0.93,1.64,-1.21,1.75,1.75
