Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,19.48,,,303.83,275.67,-17.35,48.66,-6.38,-59.58,-58.29,95.39
3-Year Average,37.3,,-57.25,-35.85,,132.32,66.5,4.78,-17.45,-45.96,
5-Year Average,13.32,,-29.91,-14.61,3.45,-3.9,,77.16,11.8,-27.97,
10-Year Average,4.26,,-12.34,-5.94,5.29,4.36,8.72,11.43,-2.29,-13.68,
