Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,-783.0,-573.0,,,,,
Free Cash Flow Growth % YOY,,,,,278.0,-449.0,,,,,
Cap Ex as a % of Sales,3.64,6.07,4.52,7.32,3.01,2.27,2.49,1.82,2.62,2.03,2.13
Free Cash Flow/Sales %,21.72,12.33,17.67,32.75,30.98,27.4,14.87,22.11,1.05,23.83,21.88
Free Cash Flow/Net Income,1.45,0.98,1.44,1.44,1.34,2.68,0.51,-9.71,0.05,0.64,0.73
