Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-7.71,3.94,-1.87,23.01,6.94,-59.77,,,,-31.25,
3-Year Average,11.31,3.82,-1.99,7.86,8.88,-19.12,,,-36.53,,
5-Year Average,36.61,16.4,7.06,6.2,4.37,-11.6,,,-35.69,-41.13,
10-Year Average,,,,,26.54,9.89,,,-17.36,-21.61,
