Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,16.87,20.24,-34.09,43.94,34.89,17.49,6.68,10.15,4.49,-3.27,
3-Year Average,21.1,18.8,-2.52,4.49,8.57,31.64,19.13,11.35,7.08,3.64,
5-Year Average,25.23,27.16,7.07,9.73,12.45,12.57,9.91,21.8,14.24,6.89,
10-Year Average,19.01,18.1,10.9,12.64,17.71,18.73,18.22,14.2,11.96,9.64,
