Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,4.48,10.71,1.61,5.71,13.36,-36.95,-16.18,30.83,,,2.31
3-Year Average,12.53,13.95,5.53,5.95,6.79,-8.92,-15.7,-11.58,,,
5-Year Average,16.23,9.11,9.9,9.71,7.09,-3.2,-8.44,-3.69,,,
10-Year Average,18.45,7.54,10.84,8.41,8.86,6.07,-0.05,2.88,,,
