Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,2.36,0.31,,,,,,,
Free Cash Flow/Sales %,,,-285.15,-240.02,,,,,,,
Free Cash Flow/Net Income,1.13,1.01,0.51,0.51,0.52,0.87,1.58,1.15,0.81,1.26,1.26
