Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,50.0,-76.34,422.73,-31.3,-55.7,145.71,,,-3.77,-4.44
3-Year Average,35.36,16.38,,22.87,-5.29,16.74,-9.23,,65.62,21.17,
5-Year Average,,56.21,-2.52,14.28,,-10.81,-1.55,,6.69,14.13,
10-Year Average,,,,10.34,,,24.01,,10.42,,
