Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,81.73,10.61,55.42,-36.25,-9.25,-51.28,320.45,-30.4,98.89,-38.34,
Free Cash Flow Growth % YOY,26.49,-53.68,401.07,-57.25,-49.2,,,-95.03,4385.53,-58.67,
Cap Ex as a % of Sales,4.82,5.3,4.97,4.12,4.1,3.56,4.11,3.89,2.78,2.78,2.6
Free Cash Flow/Sales %,3.44,1.12,6.39,2.5,1.1,-1.77,2.85,0.12,5.39,2.2,1.26
Free Cash Flow/Net Income,0.67,0.27,1.31,0.59,0.35,-0.34,0.46,0.03,1.31,0.85,0.4
