Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,58.11,62.11,67.54,51.75,32.03,7.79,-4.63,5.37
3-Year Average,,,,,,62.54,60.33,49.73,29.26,10.72,
5-Year Average,,,,,,,,53.79,42.45,28.11,
10-Year Average,,,,,,,,,,,
