Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,9.08,16.6,-7.63,-14.1,-14.92,23.03,9.55,4.12,-20.32,13.08,0.24
3-Year Average,-11.9,-0.59,5.52,-2.56,-12.28,-3.48,4.67,11.96,-3.14,-2.11,
5-Year Average,-6.0,-6.18,-5.94,-4.86,-3.0,-0.64,-1.87,0.51,-0.99,4.8,
10-Year Average,10.89,8.98,6.74,3.65,-2.31,-3.36,-4.05,-2.77,-2.95,0.82,
