Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,-393.0,140.0,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,21.96,20.01,26.55,45.45,45.41,34.98,28.61,29.12,36.66,31.46,30.22
Free Cash Flow/Sales %,2.85,-4.35,-1.92,-10.66,-8.52,-6.87,-3.15,-4.91,2.46,-4.03,-1.48
Free Cash Flow/Net Income,0.33,-0.51,-0.28,-0.81,-41.0,8.86,-0.39,-0.38,0.25,-0.33,-0.11
