Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,30.48,40.57,38.94,39.4,37.3,35.79,34.94,33.79,32.98,33.24,33.45
Gross Margin,69.52,59.43,61.06,60.6,62.7,64.21,65.06,66.21,67.02,66.76,66.55
SG&A,12.87,2.38,2.38,2.38,2.86,2.7,2.6,1.94,2.36,2.38,2.08
R&D,,,,,,,,,,,
Other,28.97,34.59,32.3,37.43,33.19,32.08,41.0,29.02,27.9,29.09,29.45
Operating Margin,27.69,22.46,26.38,20.79,26.65,29.42,21.46,35.25,36.77,35.29,35.02
Net Int Inc & Other,-24.28,-24.61,-30.21,-28.48,-31.67,-20.22,-28.96,-10.06,-3.67,149.44,-2.26
EBT Margin,3.41,-2.15,-3.83,-7.69,-5.01,9.2,-7.51,25.18,33.1,184.73,32.76
