Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,42.3,40.14,39.56,40.01,40.99,39.98,40.15,39.59,39.26
Gross Margin,,,57.7,59.86,60.44,59.99,59.01,60.02,59.85,60.41,60.74
SG&A,,,49.47,49.78,50.09,49.12,48.77,47.01,46.63,53.07,54.19
R&D,,,,,,,,,,,
Other,,,2.93,3.21,14.9,2.38,9.68,4.03,7.38,13.07,11.73
Operating Margin,,,5.3,6.87,-4.54,8.48,0.56,8.99,5.84,-5.72,-5.17
Net Int Inc & Other,,,-1.86,-2.35,-2.64,-1.63,-1.53,-3.68,-2.65,-2.88,-2.82
EBT Margin,,,3.44,4.53,-7.18,6.86,-0.97,5.31,3.19,-8.6,-7.99
