Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,-71.0,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,6.56,9.12,7.12,4.6,9.02,18.32,19.01,14.59,15.31,7.0,4.2
Free Cash Flow/Sales %,1.08,-6.17,5.95,1.98,0.16,-8.59,-8.1,-4.05,-2.34,8.15,8.17
Free Cash Flow/Net Income,0.48,-3.2,2.17,0.75,0.07,-2.43,-3.61,-1.57,-0.74,2.07,2.17
