Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-29.0,-447.0,,,,,,765.0,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,11.21,9.55,8.56,6.77,5.67,4.86,5.95,5.96,5.2,5.54,5.27
Free Cash Flow/Sales %,0.66,-1.21,-2.67,6.27,13.66,15.38,7.7,10.54,10.89,11.38,9.67
Free Cash Flow/Net Income,0.09,-0.23,-0.42,0.81,1.56,1.62,0.76,0.98,0.93,0.94,0.8
