Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,80.07,-29.78,-3.44,23.44,19.95,46.29,-27.67
3-Year Average,,,,,,,6.88,-5.76,12.66,29.39,
5-Year Average,,,,-2.85,,,,,12.57,7.99,
10-Year Average,,,,21.61,11.66,8.18,2.59,4.89,4.58,,
