Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,42.32,87.09,56.6,83.79,63.48,-11.3,7.15,35.67,-15.73,2.2,11.56
3-Year Average,56.09,68.52,60.96,75.28,67.57,38.65,15.82,8.84,7.0,5.32,
5-Year Average,,104.78,61.96,68.97,65.8,50.84,34.93,31.11,12.18,2.12,
10-Year Average,37.44,41.73,42.78,,124.48,,66.23,45.72,37.68,30.12,
