Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.01,6.27,-20.08,22.61,15.62,6.69,5.84,8.77,-6.14,-3.5,8.62
3-Year Average,39.68,11.06,-3.74,1.36,4.25,14.79,9.29,7.09,2.61,-0.5,
5-Year Average,25.21,26.08,18.28,6.06,4.8,5.13,5.05,11.73,5.91,2.15,
10-Year Average,5.11,3.73,-2.01,12.23,13.77,14.74,15.09,14.96,5.99,3.47,
