Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,68.58,67.24,68.03,66.79,67.51,65.52,63.77,64.29,65.93,65.65,65.49
Gross Margin,31.42,32.76,31.97,33.21,32.49,34.48,36.23,35.71,34.07,34.35,34.51
SG&A,12.55,10.29,8.41,10.81,12.2,11.02,10.18,10.64,10.26,9.96,8.7
R&D,,,,,,,,,,,
Other,,0.81,0.2,2.76,3.61,3.58,6.45,5.41,2.44,3.37,5.65
Operating Margin,18.87,21.65,23.36,19.64,16.68,19.88,30.66,40.23,40.26,37.02,39.42
Net Int Inc & Other,3.03,5.13,5.06,10.38,19.34,8.48,,,-1.16,-1.25,-1.64
EBT Margin,21.9,26.78,28.42,30.02,36.02,28.36,30.66,40.23,39.1,35.77,37.78
