Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,105.92,32.89,15.16,-5.99,43.27,13.51,8.46,17.15,-1.45,26.21,
Free Cash Flow Growth % YOY,,1150.44,41.45,58.96,61.54,14.65,16.3,22.63,-0.49,19.79,
Cap Ex as a % of Sales,7.26,7.06,7.3,5.25,4.79,5.22,4.87,4.77,4.19,5.32,5.3
Free Cash Flow/Sales %,0.19,2.16,2.95,4.98,5.83,6.49,7.14,7.86,7.09,7.87,4.76
Free Cash Flow/Net Income,0.05,0.54,0.59,1.06,0.99,1.02,1.03,1.18,0.94,1.09,0.69
