Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,29.59,2.74,-2.67,-54.79,389.9,,-252.0
3-Year Average,,,,,79.29,,9.02,-23.25,29.18,,
5-Year Average,,,,,,,41.95,,23.47,,
10-Year Average,,,,,,,,,,,
