Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.1,3.53,-4.06,2.25,-2.9,-5.8,1.36,4.57,-2.83,-3.82,-18.09
3-Year Average,10.37,5.13,2.4,0.52,-1.61,-2.21,-2.49,-0.05,0.99,-0.76,
5-Year Average,9.12,6.69,5.96,2.65,1.29,-1.46,-1.88,-0.17,-1.19,-1.37,
10-Year Average,6.3,6.71,5.69,3.52,2.99,3.69,2.31,2.85,0.72,-0.05,
