Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,92.33,92.24,91.9,91.52,91.56,93.45,93.69,103.87,94.73,94.81,94.51
Gross Margin,7.67,7.76,8.1,8.48,8.44,6.55,6.31,-3.87,5.27,5.19,5.49
SG&A,,,,,,2.34,2.61,4.52,3.4,3.1,3.05
R&D,,,,,,,,,,,
Other,3.3,3.62,3.64,3.79,1.9,0.46,-0.44,1.71,-0.01,0.27,0.01
Operating Margin,5.9,5.88,6.07,6.48,6.54,3.76,4.14,-10.1,1.99,1.82,2.44
Net Int Inc & Other,0.03,-0.47,-0.49,-0.46,-0.23,-0.51,-0.59,-1.03,-1.61,-1.56,-1.32
EBT Margin,5.93,5.41,5.58,6.02,6.32,3.24,3.55,-11.13,0.37,0.26,1.12
