Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,9.42,33.82,21.93,5.06,0.89,0.61,1.66,1.89,3.38,9.13,15.98
Free Cash Flow/Sales %,12.08,-75.53,-2.22,-9.7,-39.73,30.24,-59.79,-52.81,-62.44,-32.33,-50.44
Free Cash Flow/Net Income,1.93,-9.21,-0.45,13.38,22.26,5.36,-2.08,30.15,-12.26,-5.13,-12.67
