Key Margins % of Sales,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Revenue,,,,,100.0,,100.0,,,,
COGS,,,,,45.02,,,,,,
Gross Margin,,,,,54.98,,,,,,
SG&A,,,,,53.43,,44.09,,,,
R&D,,,,,3.87,,14.01,,,,
Other,,,,,75.61,,45.6,,,,
Operating Margin,,,,,-77.93,,-3.69,,,,
Net Int Inc & Other,,,,,3.42,,9.06,,,,
EBT Margin,,,,,-74.51,,5.36,,,,
