Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-17.96,-17.06,-89.01,308.94,127.78,6.65,5.37,16.01,18.05,-67.48,
3-Year Average,10.61,-3.51,-57.87,-28.03,0.79,114.97,36.79,9.24,13.0,-23.63,
5-Year Average,26.96,14.09,-34.19,-16.59,-6.97,-1.96,2.85,64.77,28.51,-12.93,
10-Year Average,13.54,9.34,-15.22,0.35,19.63,11.57,8.32,4.13,3.54,-10.0,
