Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,16.49,,,,,,,,,,
Free Cash Flow/Sales %,-390.87,,293.85,-603.81,654.96,-768.48,221.89,253.37,99.8,365.19,-471.44
Free Cash Flow/Net Income,-1.2,1.22,0.39,-2.98,-1.55,-2.0,0.6,1.07,-0.32,-0.94,-0.91
