Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,0.98,-90.34,280.0,-1.71,-12.99,153.85,43.03,23.31,40.21,-17.89,
3-Year Average,4.77,-40.3,-28.16,-28.8,48.12,29.49,46.73,64.81,35.23,12.39,
5-Year Average,1.73,-35.91,-15.84,-4.49,-20.52,-4.43,63.82,30.8,40.43,38.81,
10-Year Average,-16.66,-36.55,,,,-1.4,2.46,4.92,15.81,5.03,
