Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,34.99,49.72,50.94,51.57,50.93,49.84,49.95,49.32,47.4,47.48,45.57
Gross Margin,65.01,50.28,49.06,48.43,49.07,50.16,50.05,50.68,52.6,52.52,54.43
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,42.81,37.01,37.5,31.26,33.13,33.37,33.76,34.45,34.87,36.35,35.67
Operating Margin,22.2,13.27,11.56,17.17,15.93,16.79,16.29,16.23,17.73,16.17,18.77
Net Int Inc & Other,-2.39,-1.35,-8.07,-3.13,-3.19,-2.89,-2.99,-3.09,-3.56,-2.82,-3.35
EBT Margin,19.81,11.92,3.49,14.04,12.75,13.9,13.31,13.13,14.18,13.36,15.42
