Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-5.61,-46.94,47.37,47.93,-3.58,27.06,10.81,12.05,12.24,-8.62,-18.31
3-Year Average,2.62,-15.78,-9.63,4.97,28.1,21.92,10.72,16.41,11.7,4.74,
5-Year Average,5.78,-9.36,-3.31,5.42,1.03,7.22,24.23,17.61,11.29,10.1,
10-Year Average,4.82,-1.68,-0.33,3.9,3.04,6.5,6.11,6.64,8.32,5.47,
