Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,1.39,-16.83,14.29,0.43,46.89,
Free Cash Flow Growth % YOY,,,,,,4.0,-18.39,0.34,8.51,51.04,
Cap Ex as a % of Sales,,,,,1.26,0.97,0.98,2.43,1.7,1.9,2.11
Free Cash Flow/Sales %,,,,,11.87,12.34,9.84,9.65,10.72,14.97,13.56
Free Cash Flow/Net Income,,,,,1.1,1.13,6.31,1.17,1.44,1.46,0.94
