Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,-2.01,5.96,5.04,-1.0,-24.44,-36.5,46.01,-52.72
3-Year Average,,,,,,2.94,3.29,-7.72,-21.97,-11.19,
5-Year Average,,,,,,,,-3.99,-11.97,-6.14,
10-Year Average,,,,,,,,,,,
