Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,9.41,-70.71,128.84,83.82,14.39,-3.02,-14.71,-22.21,25.38,42.12,
Free Cash Flow Growth % YOY,15.93,-71.6,140.75,84.87,14.51,-5.14,-15.17,-21.26,29.97,43.01,
Cap Ex as a % of Sales,2.27,1.46,1.66,1.61,1.82,2.62,2.3,1.63,1.06,1.11,1.2
Free Cash Flow/Sales %,24.22,11.41,22.94,24.31,27.87,29.5,24.28,19.9,24.39,29.92,33.5
Free Cash Flow/Net Income,1.7,-0.33,1.97,0.97,1.17,1.54,1.22,1.53,1.03,1.12,1.2
