Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-80.0,,,,,,,,,,
Free Cash Flow Growth % YOY,-723.0,,,,,,,,,,
Cap Ex as a % of Sales,3.36,3.64,3.46,3.02,3.82,3.02,4.58,6.61,4.18,,
Free Cash Flow/Sales %,31.6,-3.6,32.04,-3.23,48.5,22.82,25.89,32.18,15.39,2.07,12.15
Free Cash Flow/Net Income,0.66,-0.15,1.65,-0.3,2.64,1.2,1.31,1.47,0.68,0.08,0.44
