Key Efficiency Ratios,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Days Sales Outstanding,69.93,76.55,92.79,89.15,75.36,,,,,,
Days Inventory,420.36,29.33,41.33,700.26,1373.89,,,,,,
Payables Period,655.17,59.49,40.43,163.43,594.56,,,,,,
Cash Conversion Cycle,-164.88,46.39,93.69,625.98,854.69,,,,,,
Receivables Turnover,5.22,4.77,3.93,4.09,4.84,,,,,,
Inventory Turnover,0.87,12.44,8.83,0.52,0.27,,,,,,
Fixed Assets Turnover,13.62,9.65,8.6,16.05,18.3,,,,,,
Asset Turnover,1.85,1.65,1.45,1.67,1.86,,,,,,
