Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,825.0,-83.78,,,,,-32.43,16.0,
3-Year Average,,,,,,48.02,,,-40.72,,
5-Year Average,,,,,,,,,33.03,,
10-Year Average,,,,,,,,,,,
