Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,13.13,-2.21,12.43,-1.51,-3.06,-12.11,-5.39,-27.22,42.61,26.83,18.97
3-Year Average,7.18,9.18,7.54,2.69,2.39,-5.68,-6.93,-15.41,-0.6,9.6,
5-Year Average,8.93,5.26,6.24,7.58,3.5,-1.6,-2.25,-10.39,-3.5,1.83,
10-Year Average,15.46,12.61,11.58,8.34,6.52,3.53,1.44,-2.43,1.89,2.66,
