Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,23.6,9.72,-11.13,16.41,17.22,7.02,8.17,9.62,0.93,5.79,22.72
3-Year Average,29.42,16.63,6.42,4.32,6.64,13.46,10.71,8.26,6.17,5.39,
5-Year Average,26.36,28.54,16.15,10.42,10.46,7.33,7.02,11.61,8.47,6.26,
10-Year Average,21.16,19.11,17.21,16.52,16.6,16.61,17.29,13.85,9.44,8.34,
