Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-7.35,9.75,-15.46,-16.8,27.46,-0.76,0.79,-5.37,-79.59,108.1,
3-Year Average,12.59,5.03,-4.92,-8.26,-3.58,1.72,8.43,-1.82,-42.04,-26.2,
5-Year Average,24.57,19.63,5.78,-4.01,-1.83,-0.48,-2.16,0.08,-24.44,-16.66,
10-Year Average,,,,12.99,17.65,11.34,8.19,2.89,-14.84,-9.55,
