Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,31.4,13.0,27.97,4.7,12.85,5.55,11.2,8.0,2.79,5.79,
3-Year Average,18.85,17.12,23.86,14.83,14.78,7.64,9.82,8.23,7.27,5.5,
5-Year Average,12.77,12.07,19.41,16.57,17.56,12.52,12.16,8.42,8.02,6.63,
10-Year Average,,31.03,19.99,19.1,15.45,12.64,12.12,13.78,12.21,11.96,
