Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.27,,,72.81,101.02,49.24,82.4,29.04,9.13,-6.79,8.74
3-Year Average,36.87,,-43.32,-33.14,,73.07,76.22,52.01,36.95,9.49,
5-Year Average,42.57,,-15.0,-17.0,-8.75,-2.15,,64.92,50.44,29.01,
10-Year Average,,,-12.0,-9.72,-1.53,18.11,39.31,18.4,11.75,8.5,
