Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-30.04,89.9,9.31,11.44,15.07,1.71,3.54,-13.15,-0.41,13.33,54.67
3-Year Average,3.42,22.61,13.24,32.25,11.91,9.25,6.61,-2.93,-3.61,-0.67,
5-Year Average,23.12,26.74,18.09,17.56,13.24,22.04,8.1,3.24,0.94,0.64,
10-Year Average,5.63,13.08,11.45,12.11,15.48,22.58,17.05,10.41,8.93,6.75,
