Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,12.16,-6.93,7.77,4.28,1.1,-8.72
3-Year Average,,,,,,,,4.0,1.51,4.35,
5-Year Average,,,,,,,,,,3.47,
10-Year Average,,,,,,,,,,,
