Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,0.39,0.44,0.46,0.95,6.13,7.38,7.27,9.57,6.17,6.63
Gross Margin,100.0,99.61,99.56,99.54,99.05,93.87,92.62,92.73,90.43,93.83,93.37
SG&A,30.29,20.5,13.95,14.2,26.3,15.29,16.46,18.42,20.43,24.23,22.41
R&D,161.26,115.28,105.14,106.57,118.77,45.38,40.86,45.09,39.49,42.22,36.73
Other,,,,,,,,,,,
Operating Margin,-91.55,-36.17,-19.54,-21.23,-46.02,33.2,35.3,29.22,30.51,27.38,34.22
Net Int Inc & Other,7.08,3.97,0.57,-1.52,-3.98,-3.14,-2.22,-2.22,-0.65,-0.02,-0.41
EBT Margin,-84.46,-32.2,-18.97,-22.76,-50.0,30.06,33.09,27.0,29.85,27.36,33.81
