Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,4.87,6.94,-14.16,18.42,19.33,11.67,10.48,10.4,0.36,5.94,9.03
3-Year Average,7.8,6.06,-1.26,2.82,6.65,16.42,13.76,10.85,6.97,5.49,
5-Year Average,9.2,8.93,2.83,3.93,6.35,7.69,8.4,13.99,10.28,7.69,
10-Year Average,8.42,7.32,4.59,5.79,7.98,8.44,8.66,8.27,7.06,7.01,
