Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,63.11,75.99,78.08,49.25,79.64,46.11,103.59,65.28,84.31,83.83,83.83
Gross Margin,36.89,24.01,21.92,50.75,20.36,53.89,-3.59,34.72,15.69,16.17,16.17
SG&A,92.77,30.4,40.55,30.46,36.97,65.74,46.25,28.54,35.53,38.24,38.24
R&D,,,,,,,,,,,
Other,32.93,23.43,-5.19,18.0,18.7,-20.86,-15.96,-4.57,-15.7,-17.32,-17.32
Operating Margin,-88.81,-29.81,-13.44,2.29,-35.32,9.01,-33.88,10.76,-4.15,-4.75,-4.75
Net Int Inc & Other,36.44,30.27,17.84,-5.3,0.34,-18.4,23.94,9.4,17.75,21.31,21.31
EBT Margin,-52.37,0.45,4.4,-3.01,-34.98,-9.39,-9.94,20.15,13.6,16.56,16.56
