Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,38.24,35.65,33.37,38.79,30.12,34.85,30.51,31.86,38.65,60.51,52.88
Gross Margin,61.76,64.35,66.63,61.21,69.88,65.15,69.49,68.14,61.35,39.49,47.12
SG&A,8.42,9.88,9.76,9.56,9.07,9.26,8.09,6.57,6.78,8.5,5.85
R&D,,,,,,,,,,,
Other,33.97,35.39,52.59,34.12,43.66,29.5,26.95,24.13,30.76,41.81,26.05
Operating Margin,19.37,19.08,4.28,17.53,17.15,26.39,34.45,37.44,23.81,-10.83,15.22
Net Int Inc & Other,,,-22.64,27.95,11.31,5.2,-50.14,-5.95,-32.54,-14.25,-12.37
EBT Margin,19.37,19.08,-18.36,45.49,28.46,31.59,-15.69,31.49,-8.73,-25.08,2.85
