Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,71.24,-57.9,-69.63,1212.66,-39.89,82.42,,,
Free Cash Flow Growth % YOY,,,227.14,-79.91,,,-78.38,143.5,,,
Cap Ex as a % of Sales,5.62,5.4,2.32,2.84,5.39,2.76,3.77,4.56,7.54,8.01,5.92
Free Cash Flow/Sales %,-8.03,4.18,11.58,1.87,-4.36,8.13,1.38,2.55,-8.66,-1.7,0.41
Free Cash Flow/Net Income,-0.93,0.79,2.12,0.29,-0.66,1.16,0.2,0.38,-1.47,-0.32,0.14
