Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.63,19.39,43.57,59.69,-7.87,-2.31,1.37,-4.34,11.04,101.66,
3-Year Average,16.46,21.02,21.88,39.88,28.31,12.85,-3.01,-1.79,2.5,28.91,
5-Year Average,17.56,16.43,22.22,32.37,21.65,19.76,15.91,6.87,-0.62,16.23,
10-Year Average,,19.52,17.72,23.76,22.29,18.66,16.16,14.16,14.69,18.91,
