Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-12.62,-51.23,-36.42,42.73,25.7,-1.03,-17.27,8.59,-16.87,23.9,-0.99
3-Year Average,-40.1,-48.46,-35.29,-23.79,4.49,21.09,0.96,-3.84,-9.27,3.8,
5-Year Average,-25.3,-35.28,-41.82,-34.11,-13.43,-11.25,-1.36,9.79,-1.46,-1.75,
10-Year Average,,,-24.03,-22.56,-19.93,-18.58,-20.1,-20.08,-19.42,-7.77,
