Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,8.65,7.08,0.64,3.34,5.95,4.97,1.52,1.96,-0.73,0.78,4.23
3-Year Average,9.57,8.72,5.4,3.65,3.29,4.75,4.13,2.81,0.91,0.67,
5-Year Average,8.97,9.41,7.23,5.97,5.09,4.37,3.27,3.54,2.71,1.68,
10-Year Average,12.37,11.41,9.48,8.23,7.35,6.65,6.29,5.36,4.33,3.37,
