Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,15.43,19.56,22.09,18.88,20.28,19.55,20.87,22.65,20.79,11.41,8.83
Free Cash Flow/Sales %,22.94,5.96,-9.0,4.85,10.33,-0.16,2.27,-0.07,-1.35,13.84,19.01
Free Cash Flow/Net Income,0.8,0.3,-0.77,0.21,0.51,0.03,-0.69,0.01,0.05,1.86,1.17
