Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,38.69,-39.29,-37.84,-97.9,,,,,-11.76,-29.6,
Free Cash Flow Growth % YOY,42.38,-39.41,-39.19,,,,,,-17.45,-47.77,
Cap Ex as a % of Sales,0.1,0.17,0.44,0.45,0.77,0.93,1.25,0.52,0.71,1.12,1.12
Free Cash Flow/Sales %,28.19,31.03,15.69,-0.04,-7.62,-20.59,-9.49,5.95,4.38,1.97,1.97
Free Cash Flow/Net Income,-0.71,-2.06,2.82,-0.02,-0.35,-2.79,-1.43,0.86,0.6,0.27,0.27
